name,booth,type,description,url,address,categories,email,phone,linkedin,twitter
Vega Security,S-0660,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Vega unchains detection from storage. Tap every data source where it lives to hunt, investigate and stop threats fast. Go live in days, cut storage bills, run battle-ready detections, and prove impact without migrating or ripping out what works.",https://vega.io/,368 9th Avenue New York NY 10001 USA,Threat Intelligence Platforms; Security Information and Event Management (SIEM); Security Analytics; Threat Intelligence Platform; Security Operations; Threat Detection and Intelligence,,,https://www.linkedin.com/company/vega-security-io,
Vehere Technologies Pvt. Ltd.,N-6473,Exhibitor,"Vehere, a global leader in Cyber Network Intelligence uses its deep COMINT/SIGINT expertise to secure defense/intelligence agencies, governments, critical infrastructure, and Fortune 500 companies against real-time cyberattacks with unmatched speed.",www.vehere.com,"1390 Market Street Suite 200 San Francisco, CA 94102 USA",Threat Intelligence Feeds; Threat Hunting; Anomaly Detection; Threat Hunting Tools; Indicators of Compromise (IOC) Management; Threat Detection and Intelligence,,,https://www.linkedin.com/company/vehere-interactive-p-ltd/posts/?feedView=all,https://x.com/Vehere_Inc?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
Venice Security,S-2448,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Control access for every identity in any environment with zero standing privilege. Valkyrie replaces static workflows with live, adaptive policies for human and non-human identities- via a unified, agentless, disruption-free platform.",https://venice.io/,Hamasger 35 Sky Tower Tel Aviv 6721407 Israel,Identity and Access Management (IAM); Multi-Factor Authentication (MFA); Privileged Access Management (PAM); IDaas; Identity Governance and Administration; Just-in-Time Access (JIT); Security for AI,,,https://www.linkedin.com/company/venice-io/,
Veracode,S-0435,Exhibitor,"Veracode is a global leader in Application Risk Management for the AI era. Powered by trillions of lines of code scans, Veracode is trusted by organizations worldwide to maintain secure software from code creation to cloud deployment.",www.veracode.com,65 Blue Sky Drive Burlington MA 01803 USA,Application Security; API Security; AI Remediation; Application Security Posture Management (ASPM); Container Security; Developer Security Training; Dynamic Application Security Testing (DAST); Software Composition Analysis (SCA); Static Application Security Testing (SAST); Supply Chain Security,,,https://www.linkedin.com/company/veracode/,https://twitter.com/Veracode
Verax,S-0258,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Verax Protect helps organizations ensure that the risks of shadow AI, such as the leakage of proprietary and sensitive data, malicious AI-generated responses, and data oversharing are prevented.",https://www.verax.ai/,167 Madison Ave. Suite 205 New York NY 10016 USA,Security for AI,,,https://www.linkedin.com/company/verax-ai/,
Versa Networks,S-1435,Exhibitor,"Versa Networks, the leader in SASE, combines extensive security, advanced networking, full-featured SD-WAN, genuine multitenancy, and sophisticated analytics via the cloud, on-premises.",http://versa-networks.com/,2550 Great America Way Suite 350 Santa Clara CA 95054 USA,Threat Intelligence Platforms; User and Entity Behavior Analytics (UEBA); Threat Intelligence Feeds; Threat Hunting; Threat Intelligence Platform; Threat Intelligence Services & Feed; Anomaly Detection; Threat Hunting Tools; Adversary Mapping; Indicators of Compromise (IOC) Management; Threat Detection and Intelligence; Network Security,,,https://www.linkedin.com/company/versa-networks/mycompany/,https://twitter.com/versanetworks
Veza from ServiceNow,N-6459,Bronze,"Veza is the leader in identity security. We are the Enterprise Agent Identity Control Plane. Our Access Graph maps who and what can access what across your entire enterprise — humans, NHIs, and AI agents — across 325+ integrations. Trusted by Blackstone, Capital One, and Snowflake.",www.veza.com,203 Redwood Shores Pkwy Suite 460 Redwood City CA 94065 USA,Identity and Access Management (IAM); Identity Governance and Administration (IGA); Privileged Access Management (PAM); Authentication; Identity Governance and Administration,,,https://www.linkedin.com/company/veza,@vezainc)
VIAVI Solutions,"N-5484, MRN-720",Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>VIAVI Solutions delivers NetSecOps visibility through advanced network performance monitoring and packet-level forensics, enabling IT and security teams to accelerate detection, investigation, and resolution with shared, data-driven insight.",https://www.viavisolutions.com/enterprise,1445 South Spectrum Blvd. Suite 102 Chandler AZ 85286 USA,Monitoring and Observability; Security Operations,,,https://www.linkedin.com/showcase/viavi-enterprise,
Vijil,ESE-17,Early Stage Expo,"Vijil tackles the central issue with enterprise AI today: can enterprises trust the agents they deploy? Vijil’s modular platform allows enterprises to define, evaluate, enforce, and improve the security, safety, and reliability of AI agents - cutting time to trust by 4x across the agentic lifecycle.",https://vijil.ai/,"700 El Camino Real Suite 120 Menlo Park, CA 94025 USA",Security for AI,,,https://www.linkedin.com/company/vijil/,https://x.com/trustvijil
VirtualMetric BV,S-0954,International Pavilion - Netherlands,"VirtualMetric delivers an intelligent security data pipeline that reduces SIEM costs by up to 90%, automates enrichment, normalization, and routing, and provides clean, high-fidelity data ready for analysts and AI-driven detection.",https://www.virtualmetric.com,Kabelweg 37 1014 BA Amsterdam Netherlands,Data Security; Security Operations,,,https://www.linkedin.com/company/virtualmetric/,
Virtue Security,S-3106,Exhibitor,Virtue Security is a boutique pentesting firm specializing in complex technology assessments. Our process is tailored to technology focused enterprises who demand top-tier skillsets.,https://www.virtuesecurity.com/,244 5th Avenue F290 New York NY 10001 USA,,,,,
Vorlon,NXT-07,Next Stage,"Vorlon is the Agentic Ecosystem Security Platform. We protect sensitive data in motion across the converged SaaS and AI environment where agents, APIs, integrations, and non-human identities operate at machine speed. Security teams use Vorlon to gain control, prevent breaches, and scale AI safely.",https://vorlon.io,650 Castro St. Suite 120 - 427 Mountain View CA 94041 USA,Security for AI,,,linkedin.com/company/vorlon/,
Wallarm,S-3125,Exhibitor,"Wallarm is the API security platform that is the fastest, easiest, and most effective way to stop API attacks against APIs and AI powered applications.",www.wallarm.com,188 King Street Unit 508 San Francisco CA 94107 USA,Application Security; API Security,,,https://www.linkedin.com/company/wallarm/,https://x.com/wallarm
Wasabi Technologies,S-0462,Exhibitor,"Wasabi delivers cyber-resilient cloud object storage with immutability, air-gapped options, and rapid recovery—simple, fast, and affordable. S3-compatible with predictable pricing to harden backups and bounce back from ransomware.",www.wasabi.com,"75 Arlington St, Suite 810 Boston MA 02116 USA",Cloud Security; Cloud Data Security,,,https://www.linkedin.com/company/wasabitechnologies/,https://x.com/wasabi_cloud
WEEDSAND,S-1455,Exhibitor,"As Korea's No. 1 solution provider for insider risk management and data protection, WEEDSAND has earned the trust of over 1,000 customers and positioned themselves as the leading force in the national security industry for 23 years.",https://blackboxseries.ai,Suyoung Building 6F Gonghang-daero 321 Gangseo-gu 7591 Seoul South Korea,Human Risk and Awareness; Privacy,,,https://www.linkedin.com/company/weeds-korea/,
Whistic,N-4504,Exhibitor,"Whistic is the agentic vendor risk management platform built for modern security teams. AI agents automate vendor assessments, and the Trust Center Exchange eliminates questionnaires—accelerating TPRM, reducing friction, and scaling trust fast.",www.whistic.com,1221 S Valley Grove Way #350 Pleasant Grove UT 84062 USA,"Governance, Risk, and Compliance (GRC)",,,https://www.linkedin.com/company/whistic,
WideField Security,ESE-40,Early Stage Expo,"WideField’s patented technology provides comprehensive visibility, rapid risk reduction, and real-time session detection and response across AI agents, NHIs, and human identities. We remove the fear of identity-driven threats, empowering teams to innovate with full visibility and zero hesitation.",https://www.widefield.ai/,"3235 Kifer Road Suite 300 Santa Clara, CA 95051 USA",Threat Detection and Intelligence,,408-320-8208,https://www.linkedin.com/company/widefield/,
WiSECURE,S-1561,International Pavilion - Taiwan,"Founded in 2019, WiSECURE focus exclusively on hardware security and build multiple HSM form factors for deployment across diverse environments — from government and enterprise systems, to edge and IoT devices.",https://wisecure-tech.com/,4F. No. 218 Sec. 6 Roosevelt Rd. Wenshan Dist. Taipei City 116 Taiwan,Data Security; Data Encryption / Tokenization; DLP; Post Quantum Cryptography,,,https://www.linkedin.com/company/wisecure-tech/,https://x.com/WiSECURE_Japan
WitnessAI,S-3304,Exhibitor,"WitnessAI delivers the only enterprise AI security platform with runtime security, complete network-level visibility of shadow AI tools, intent-based policy controls, and AI threat prevention.",https://witness.ai/,"1100 Park Place, Suite 150 San Mateo CA 94403 USA",Security for AI,,,https://www.linkedin.com/company/witnessai,
Wiz,"N-4435, MRN-422",Gold,"The Wiz Platform secures everything organizations build and run in the cloud, enabling organizations worldwide to rapidly identify and remove critical risks from code, to cloud, to runtime. With Wiz, organizations can democratize security with a unified foundation across the complete development lifecycle that enables them to build apps faster and more securely.",www.wiz.io,One Manhattan West 52nd Floor New York NY 10001 USA,Cloud Security; Cloud Security Posture Management (CSPM); CASB; Container and Kubernetes Security,,,https://www.linkedin.com/company/wizsecurity/,
Wiz No AI Zone,Howard Street Plaza,Sponsored Experience,"Need a breather from all the AI talk? Step into the Wiz No-AI Zone, located steps away from the Moscone entrance. Take a moment to recharge, refuel with a fresh cup of coffee, and challenge a friend to a board game.<br>No algorithms, just great vibes.",www.wiz.io,One Manhattan West 52nd Floor New York NY 10001 USA,Howard Street Plaza; Outside Moscone,,,,
wolfSSL,N-6449,Exhibitor,"wolfSSL secures embedded and connected systems, protecting over 5 billion connections with lightweight (D)TLS 1.3 and cryptography. Our solutions provide secure communications, authentication, secure boot, and firmware protection for enterprise, automotive, aerospace, and military platforms.<br>We offer FIPS 140-3 validated cryptography, WireGuard FIPS, FIPS kernel crypto, CNSA 2.0, and FIPS post-quantum cryptography support to meet current and emerging security requirements including the EU Cyber Resilience Act. Our portable security stack scales from bare metal to high-performance systems.<br>Backed by 24/7 support and long-term maintenance, wolfSSL delivers tested cryptography for mission-critical systems.",https://www.wolfssl.com/,10016 Edmonds Way C-300 Edmonds WA 98020 USA,Application Security,,,https://www.linkedin.com/company/wolfssl/,https://x.com/wolfssl
